post_id,account,platform,content_type,category,post_date,day_of_week,hour_of_day,month,likes,comments,shares,views,followers,engagement_rate,hashtag_count,has_emoji,post_length
POST_1060,@user_009,Twitter,Video,Education,2024-04-22 02:46:00,Monday,2,4,697.0,3293.0,4988.0,5283,140794,6.3767,8.0,False,826
POST_1061,@user_030,Instagram,Text,Fitness,2024-09-10 13:32:00,Tuesday,13,9,12500.0,2414.0,2635.0,28527,484076,3.6253,,False,718
POST_1062,@user_026,Twitter,Poll,Fitness,2024-02-22 18:50:00,Thursday,18,2,6507.0,16724.0,9603.0,14560,163860,20.0378,5.0,True,2008
POST_1063,@user_039,YouTube,Story,Entertainment,2024-05-19 10:39:00,Sunday,10,5,2456.0,2580.0,863.0,9795,318897,1.8498,12.0,False,828
POST_1064,@user_041,TikTok,Text,Education,2024-02-02 14:10:00,Friday,14,2,1551.0,477.0,517.0,13657,268598,0.9475,8.0,False,1212
POST_1065,@user_026,TikTok,Poll,Education,2024-01-16 03:11:00,Tuesday,3,1,23958.0,,6440.0,71395,225622,14.8988,25.0,True,1475
POST_1066,@user_043,Twitter,Video,Travel,2024-07-09 11:09:00,Tuesday,11,7,1953.0,8693.0,7597.0,13637,64622,28.2303,0.0,False,54
POST_1067,@user_037,Facebook,Image,Business,2024-06-13 07:35:00,Thursday,7,6,1401.0,,1754.0,1199,202660,1.8617,,True,2169
POST_1068,@user_046,Twitter,Video,Fitness,2024-11-07 21:04:00,Thursday,21,11,10213.0,16426.0,19700.0,46264,468513,9.8907,20.0,False,1792
POST_1069,@user_013,Facebook,Text,Travel,2024-01-26 15:31:00,Friday,15,1,,490.0,1239.0,2410,144372,1.5197,13.0,True,518
POST_1070,@user_038,YouTube,Image,Education,2024-07-15 07:36:00,Monday,7,7,535.0,331.0,117.0,5626,149941,0.6556,0.0,True,1901
POST_1071,@user_003,Facebook,Image,Entertainment,2024-09-30 16:02:00,Monday,16,9,2835.0,4012.0,3297.0,5300,338548,2.9963,0.0,True,1934
POST_1072,@user_018,Instagram,Story,Fitness,2024-06-11 11:25:00,Tuesday,11,6,2416.0,718.0,666.0,7472,292240,1.3003,24.0,False,2032
POST_1073,@user_020,TikTok,Video,Entertainment,2024-12-22 14:31:00,Sunday,14,12,4560.0,1975.0,3591.0,14409,442514,2.2883,11.0,True,129
POST_1074,@user_009,Twitter,Video,Tech,2024-02-23 10:55:00,Friday,10,2,5986.0,,10053.0,16035,119168,23.6926,,True,792
POST_1075,@user_045,Facebook,Reel,Tech,2024-01-27 08:56:00,Saturday,8,1,426.0,238.0,885.0,2293,58592,2.6437,1.0,False,317
POST_1076,@user_018,Facebook,Text,Entertainment,2024-12-23 05:59:00,Monday,5,12,974.0,2099.0,3829.0,6164,306397,2.2526,14.0,True,527
POST_1077,@user_041,Facebook,Image,Entertainment,2024-08-16 21:07:00,Friday,21,8,11321.0,1838.0,9258.0,23097,277108,8.0896,,False,2017
POST_1078,@user_015,Facebook,Text,Business,2024-02-17 08:49:00,Saturday,8,2,6539.0,3726.0,3529.0,18048,373468,3.6935,2.0,False,1002
POST_1079,@user_005,Twitter,Poll,Fashion,2024-09-10 01:13:00,Tuesday,1,9,154.0,667.0,1209.0,707,352034,0.5766,6.0,False,1587
POST_1080,@user_022,Twitter,Story,Fashion,2024-04-16 18:48:00,Tuesday,18,4,8596.0,3187.0,12334.0,27108,269945,8.934,27.0,False,1287
POST_1081,@user_033,YouTube,Poll,Food,2024-02-24 04:14:00,Saturday,4,2,7670.0,7866.0,4340.0,72027,202652,9.8079,14.0,True,1649
POST_1082,@user_028,Twitter,Video,Fitness,2024-03-25 21:19:00,Monday,21,3,10232.0,16664.0,3472.0,47604,340439,8.9202,3.0,True,1898
POST_1083,@user_016,Instagram,Poll,Fashion,2024-01-09 14:11:00,Tuesday,14,1,3072.0,2781.0,805.0,10479,15487,42.9909,15.0,False,1451
POST_1084,@user_023,Facebook,Video,Fashion,2024-08-08 06:09:00,Thursday,6,8,5548.0,4242.0,5936.0,6123,263792,5.9615,13.0,False,227
POST_1085,@user_007,YouTube,Text,Education,2024-01-26 20:24:00,Friday,20,1,9074.0,8832.0,3168.0,53139,102176,20.6252,9.0,True,1659
POST_1086,@user_034,Twitter,Reel,Fitness,2024-11-07 15:33:00,Thursday,15,11,5057.0,2720.0,,31437,57744,45.274,21.0,True,1029
POST_1087,@user_004,Instagram,Image,Fashion,2024-01-19 18:17:00,Friday,18,1,6888.0,1363.0,1684.0,19843,35022,28.3679,17.0,True,1138
POST_1088,@user_026,Twitter,Reel,Entertainment,2024-07-20 03:14:00,Saturday,3,7,4942.0,5729.0,11107.0,15593,260112,8.3725,6.0,True,843
POST_1089,@user_046,Facebook,Poll,Fitness,2024-11-01 09:46:00,Friday,9,11,199.0,217.0,293.0,641,49910,1.4206,5.0,False,1260
POST_1090,@user_044,Twitter,Image,Education,2024-02-05 05:11:00,Monday,5,2,2654.0,6987.0,10400.0,9813,472290,4.2434,14.0,True,62
POST_1091,@user_002,YouTube,Story,Education,2024-03-31 08:56:00,Sunday,8,3,677.0,1321.0,1149.0,18066,90009,3.4963,21.0,True,1452
POST_1092,@user_032,YouTube,Reel,Tech,2024-05-06 15:07:00,Monday,15,5,672.0,916.0,161.0,10405,429853,0.4069,0.0,False,945
POST_1093,@user_049,TikTok,Reel,Food,2024-03-16 03:06:00,Saturday,3,3,7508.0,,4098.0,66090,421971,3.1758,23.0,False,1863
POST_1094,@user_035,YouTube,Poll,Education,2024-05-11 21:31:00,Saturday,21,5,1965.0,2926.0,2439.0,51060,191492,3.8278,14.0,True,1454
POST_1095,@user_034,Facebook,Poll,Education,2024-12-05 19:30:00,Thursday,19,12,1553.0,1594.0,944.0,4638,142024,2.8805,21.0,True,615
POST_1096,@user_023,YouTube,Image,Food,2024-09-11 00:15:00,Wednesday,0,9,4522.0,2947.0,5956.0,126149,389003,3.4511,22.0,False,1482
POST_1097,@user_013,Twitter,Poll,Fashion,2024-07-12 20:06:00,Friday,20,7,5285.0,5327.0,13549.0,5598,460376,5.2481,20.0,False,2168
POST_1098,@user_022,Twitter,Text,Education,2024-07-19 18:26:00,Friday,18,7,1644.0,1730.0,3781.0,14958,162674,4.3984,6.0,True,2140
POST_1099,@user_028,Facebook,Reel,Fashion,2024-08-20 18:50:00,Tuesday,18,8,6323.0,1083.0,11195.0,19278,151709,12.261,3.0,True,2053
POST_1100,@user_034,Twitter,Story,Food,2024-05-28 19:35:00,Tuesday,19,5,1565.0,1190.0,2172.0,4318,159697,3.0852,,False,274
POST_1101,@user_003,Facebook,Video,Business,2024-04-21 09:52:00,Sunday,9,4,4441.0,5343.0,6371.0,18090,65215,24.7719,1.0,False,1262
POST_1102,@user_043,Instagram,Story,Education,2024-01-01 01:16:00,Monday,1,1,6088.0,1303.0,1171.0,5784,184115,4.6504,28.0,False,2066
POST_1103,@user_046,TikTok,Image,Fashion,2024-05-18 04:46:00,Saturday,4,5,7571.0,2324.0,1620.0,17396,227019,5.0723,18.0,True,1201
POST_1104,@user_023,Twitter,Video,Business,2024-05-07 21:40:00,Tuesday,21,5,6008.0,8243.0,9198.0,19313,222044,10.5605,12.0,True,1080
POST_1105,@user_012,Facebook,Reel,Fitness,2024-10-15 13:43:00,Tuesday,13,10,4377.0,920.0,4405.0,7023,422226,2.2978,18.0,True,827
POST_1106,@user_036,Facebook,Image,Entertainment,2024-04-12 09:19:00,Friday,9,4,669.0,1389.0,2048.0,4703,156388,2.6255,18.0,False,761
POST_1107,@user_009,YouTube,Story,Fashion,2024-09-26 14:44:00,Thursday,14,9,4521.0,3557.0,1670.0,29600,264644,3.6834,29.0,False,1928
POST_1108,@user_027,Facebook,Story,Business,2024-07-29 14:01:00,Monday,14,7,4816.0,6999.0,13281.0,22368,14352,174.8606,30.0,False,372
POST_1109,@user_016,Twitter,Reel,Fitness,2024-10-24 16:23:00,Thursday,16,10,1656.0,3845.0,1133.0,4847,326025,2.0348,17.0,False,229
POST_1110,@user_043,YouTube,Image,Entertainment,2024-01-04 14:51:00,Thursday,14,1,7816.0,9600.0,8627.0,68191,241788,10.771,26.0,True,356
POST_1111,@user_022,Instagram,Text,Fashion,2024-10-31 03:52:00,Thursday,3,10,11153.0,3067.0,749.0,19324,296955,5.0408,15.0,False,259
POST_1112,@user_045,Instagram,Poll,Tech,2024-04-14 16:09:00,Sunday,16,4,12412.0,6650.0,1236.0,59222,388695,5.2221,30.0,False,568
POST_1113,@user_020,Twitter,Poll,Food,2024-11-17 09:46:00,Sunday,9,11,177.0,,435.0,1007,422875,0.245,15.0,True,479
POST_1114,@user_039,Instagram,Video,Food,2024-03-02 16:06:00,Saturday,16,3,9202.0,2560.0,1869.0,7895,107608,12.6673,,False,110
POST_1115,@user_004,TikTok,Story,Entertainment,2024-03-03 09:25:00,Sunday,9,3,26786.0,2485.0,10787.0,129754,96992,41.3003,26.0,True,1076
POST_1116,@user_043,TikTok,Poll,Business,2024-11-11 03:27:00,Monday,3,11,5930.0,1681.0,7246.0,20000,334050,4.4475,0.0,True,590
POST_1117,@user_031,Twitter,Image,Travel,2024-09-02 09:18:00,Monday,9,9,1700.0,1643.0,1211.0,3005,309181,1.4729,15.0,False,1137
POST_1118,@user_030,YouTube,Story,Fashion,2024-08-01 13:09:00,Thursday,13,8,1183.0,799.0,602.0,13070,149094,1.7331,14.0,True,1605
POST_1119,@user_003,Instagram,Reel,Fitness,2024-11-26 20:57:00,Tuesday,20,11,6858.0,2493.0,2627.0,32941,22851,52.4178,29.0,False,580
POST_1120,@user_018,YouTube,Poll,Business,2024-01-05 05:22:00,Friday,5,1,8423.0,5272.0,5330.0,110986,449206,4.2353,27.0,True,1438
POST_1121,@user_012,TikTok,Story,Fashion,2024-12-01 04:22:00,Sunday,4,12,13574.0,5698.0,15786.0,154640,178386,19.6529,14.0,True,1150
POST_1122,@user_042,Facebook,Story,Fashion,2024-09-04 12:30:00,Wednesday,12,9,1741.0,2228.0,,5722,302510,1.5676,,False,540
POST_1123,@user_038,Facebook,Reel,Education,2024-11-12 12:04:00,Tuesday,12,11,1157.0,536.0,627.0,2653,15977,14.5209,27.0,True,959
POST_1124,@user_032,Instagram,Poll,Fashion,2024-12-13 15:20:00,Friday,15,12,6526.0,2386.0,1519.0,20601,405115,2.5748,25.0,True,441
POST_1125,@user_049,Twitter,Poll,Entertainment,2024-08-03 02:03:00,Saturday,2,8,3175.0,,4326.0,11513,60517,15.9476,1.0,True,1818
POST_1126,@user_012,Facebook,Reel,Tech,2024-06-13 03:44:00,Thursday,3,6,7708.0,4048.0,,5819,198486,8.6616,4.0,True,811
POST_1127,@user_044,Facebook,Story,Business,2024-05-26 07:12:00,Sunday,7,5,2555.0,1039.0,4344.0,2345,228074,3.4804,26.0,True,362
POST_1128,@user_014,TikTok,Video,Fashion,2024-01-18 04:57:00,Thursday,4,1,829.0,291.0,204.0,4098,189013,0.7005,24.0,False,304
POST_1129,@user_013,Facebook,Image,Business,2024-04-16 18:52:00,Tuesday,18,4,3261.0,4929.0,9480.0,15697,263089,6.7164,11.0,False,574
POST_1130,@user_041,Instagram,Story,Entertainment,2024-07-11 02:36:00,Thursday,2,7,2283.0,973.0,204.0,2420,67185,5.15,25.0,False,423
POST_1131,@user_004,Instagram,Story,Travel,2024-11-03 17:21:00,Sunday,17,11,1262.0,264.0,256.0,2886,117951,1.5108,26.0,False,1039
POST_1132,@user_005,YouTube,Poll,Education,2024-03-21 09:04:00,Thursday,9,3,14239.0,6342.0,6938.0,166621,302152,9.1077,7.0,False,1645
POST_1133,@user_038,TikTok,Video,Fashion,2024-08-29 08:41:00,Thursday,8,8,1985.0,236.0,660.0,6191,17421,16.5375,10.0,False,1078
POST_1134,@user_009,Twitter,Text,Tech,2024-04-14 17:52:00,Sunday,17,4,2782.0,4253.0,10073.0,18771,485033,3.5272,,True,975
POST_1135,@user_023,YouTube,Video,Tech,2024-02-06 13:38:00,Tuesday,13,2,1542.0,1394.0,263.0,8215,465815,0.6868,17.0,False,540
POST_1136,@user_007,Facebook,Poll,Tech,2024-01-19 15:32:00,Friday,15,1,1969.0,2094.0,2276.0,6223,341463,1.8564,11.0,False,1966
POST_1137,@user_004,Facebook,Image,Tech,2024-01-14 06:34:00,Sunday,6,1,5005.0,4867.0,1442.0,17305,358033,3.16,,True,1984
POST_1138,@user_045,Instagram,Story,Entertainment,2024-03-05 13:44:00,Tuesday,13,3,13217.0,4309.0,,11656,288619,7.2428,4.0,True,1803
POST_1139,@user_023,Instagram,Reel,Education,2024-04-09 10:27:00,Tuesday,10,4,927.0,748.0,294.0,5610,125369,1.5706,7.0,True,51
POST_1140,@user_001,Twitter,Story,Tech,2024-05-07 01:04:00,Tuesday,1,5,1029.0,1487.0,3176.0,5626,66935,8.5038,14.0,True,1167
POST_1141,@user_039,Instagram,Text,Education,2024-12-01 07:18:00,Sunday,7,12,4509.0,679.0,1036.0,4172,318283,1.9555,12.0,False,511
POST_1142,@user_035,Instagram,Video,Fitness,2024-04-15 15:45:00,Monday,15,4,5819.0,3982.0,999.0,17078,471121,2.2924,29.0,True,1826
POST_1143,@user_042,Facebook,Text,Fitness,2024-05-05 16:57:00,Sunday,16,5,2134.0,3639.0,5040.0,12713,167673,6.4489,22.0,True,231
POST_1144,@user_018,Facebook,Story,Business,2024-02-10 06:58:00,Saturday,6,2,1435.0,1757.0,3835.0,4128,441649,1.5911,16.0,True,1259
POST_1145,@user_024,TikTok,Image,Fashion,2024-03-13 01:15:00,Wednesday,1,3,17139.0,,20315.0,132764,341239,11.7765,24.0,False,477
POST_1146,@user_018,Instagram,Story,Tech,2024-05-22 18:24:00,Wednesday,18,5,12129.0,1546.0,2057.0,31207,434179,3.6234,30.0,True,254
POST_1147,@user_032,Facebook,Reel,Entertainment,2024-01-10 12:24:00,Wednesday,12,1,8445.0,6533.0,6789.0,8536,23786,91.5118,7.0,True,1563
POST_1148,@user_035,Twitter,Poll,Entertainment,2024-01-27 21:19:00,Saturday,21,1,656.0,992.0,1319.0,1301,284427,1.0431,24.0,False,116
POST_1149,@user_049,TikTok,Text,Fitness,2024-10-29 06:48:00,Tuesday,6,10,1711.0,298.0,879.0,11602,179253,1.6111,23.0,False,1761
POST_1150,@user_047,Instagram,Video,Entertainment,2024-12-13 09:54:00,Friday,9,12,17834.0,2323.0,2082.0,27910,243508,9.1328,13.0,False,675
POST_1151,@user_009,YouTube,Story,Travel,2024-01-08 08:51:00,Monday,8,1,3158.0,,4310.0,46581,45345,27.9215,7.0,False,1392
POST_1152,@user_040,TikTok,Story,Tech,2024-05-20 11:17:00,Monday,11,5,15083.0,4249.0,,37256,410716,7.2347,20.0,True,519
POST_1153,@user_017,Facebook,Reel,Education,2024-04-01 14:29:00,Monday,14,4,697.0,208.0,,451,231139,0.5603,0.0,False,161
POST_1154,@user_027,Facebook,Story,Travel,2024-01-30 18:05:00,Tuesday,18,1,4176.0,1095.0,3060.0,8041,470809,1.7695,19.0,False,272
POST_1155,@user_050,YouTube,Image,Fitness,2024-05-21 08:55:00,Tuesday,8,5,13195.0,10052.0,3092.0,147377,67201,39.1944,7.0,True,611
POST_1156,@user_015,TikTok,Poll,Tech,2024-02-28 20:02:00,Wednesday,20,2,12470.0,2793.0,2090.0,60519,359344,4.8291,16.0,False,1309
POST_1157,@user_004,Instagram,Reel,Travel,2024-12-31 08:16:00,Tuesday,8,12,1108.0,245.0,92.0,2089,356170,0.4057,27.0,False,193
POST_1158,@user_007,TikTok,Image,Education,2024-02-09 16:28:00,Friday,16,2,6439.0,1313.0,1196.0,23089,268429,3.3335,2.0,True,845
POST_1159,@user_044,Facebook,Reel,Education,2024-07-31 02:41:00,Wednesday,2,7,9075.0,5720.0,3213.0,25921,459699,3.9173,9.0,True,111
POST_1160,@user_022,Facebook,Reel,Education,2024-07-27 20:23:00,Saturday,20,7,5494.0,5115.0,12286.0,25199,494630,4.6287,9.0,True,666
POST_1161,@user_010,Facebook,Video,Fitness,2024-10-29 00:06:00,Tuesday,0,10,5257.0,1409.0,6394.0,4195,424142,3.0792,10.0,False,890
POST_1162,@user_043,YouTube,Reel,Tech,2024-03-17 12:48:00,Sunday,12,3,2125.0,1572.0,1053.0,11926,41033,11.576,30.0,True,2072
POST_1163,@user_035,TikTok,Poll,Entertainment,2024-03-03 16:51:00,Sunday,16,3,4095.0,345.0,432.0,20161,318796,1.5283,15.0,False,1308
POST_1164,@user_016,Facebook,Image,Fitness,2024-06-17 07:51:00,Monday,7,6,5336.0,4823.0,5456.0,7692,121553,12.8462,14.0,False,482
POST_1165,@user_024,Twitter,Story,Entertainment,2024-02-10 11:35:00,Saturday,11,2,9217.0,9530.0,6879.0,32930,40578,63.1524,29.0,False,1993
POST_1166,@user_027,TikTok,Image,Business,2024-04-27 18:52:00,Saturday,18,4,5999.0,1630.0,3246.0,48585,485842,2.2384,17.0,True,1679
POST_1167,@user_039,TikTok,Poll,Food,2024-05-13 09:21:00,Monday,9,5,20184.0,4372.0,2914.0,116333,62347,44.0599,,False,1734
POST_1168,@user_041,TikTok,Image,Business,2024-04-11 05:56:00,Thursday,5,4,24621.0,6166.0,9125.0,172508,8632,462.3726,5.0,True,1724
POST_1169,@user_048,Facebook,Reel,Business,2024-02-21 04:55:00,Wednesday,4,2,887.0,177.0,707.0,2584,437682,0.4046,13.0,True,693
POST_1170,@user_028,Instagram,Image,Entertainment,2024-06-30 04:25:00,Sunday,4,6,5542.0,6497.0,3315.0,49307,127081,12.0821,22.0,False,497
POST_1171,@user_047,Facebook,Text,Fashion,2024-01-24 02:47:00,Wednesday,2,1,3756.0,2024.0,11400.0,9891,498531,3.4461,14.0,False,1852
POST_1172,@user_045,YouTube,Text,Business,2024-03-09 23:11:00,Saturday,23,3,15164.0,6577.0,2221.0,41122,480927,4.9825,26.0,True,633
POST_1173,@user_044,Instagram,Reel,Education,2024-11-28 14:24:00,Thursday,14,11,,3844.0,1177.0,19855,230445,5.9355,5.0,False,406
POST_1174,@user_022,Twitter,Text,Business,2024-01-25 18:33:00,Thursday,18,1,5230.0,9515.0,13116.0,39791,304496,9.1499,16.0,False,1178
POST_1175,@user_049,Facebook,Story,Education,2024-04-01 04:02:00,Monday,4,4,3309.0,1937.0,1639.0,13498,226225,3.0434,16.0,False,1297
POST_1176,@user_011,Instagram,Text,Fitness,2024-03-01 09:17:00,Friday,9,3,8171.0,1340.0,2847.0,41450,230618,5.3586,7.0,True,1191
POST_1177,@user_015,Facebook,Reel,Fashion,2024-12-07 08:09:00,Saturday,8,12,1414.0,826.0,2858.0,2369,108945,4.6794,17.0,True,122
POST_1178,@user_001,TikTok,Video,Travel,2024-09-07 00:23:00,Saturday,0,9,13215.0,2694.0,4712.0,49958,148264,13.9083,30.0,False,1832
POST_1179,@user_019,TikTok,Image,Business,2024-02-26 22:45:00,Monday,22,2,3837.0,1854.0,3402.0,24706,233496,3.8943,28.0,False,2030
POST_1180,@user_018,Facebook,Video,Food,2024-12-08 03:22:00,Sunday,3,12,,,1469.0,5247,390715,1.1067,25.0,True,314
POST_1181,@user_018,Facebook,Image,Education,2024-08-20 20:47:00,Tuesday,20,8,6142.0,1643.0,4882.0,17256,352864,3.5898,24.0,True,1299
POST_1182,@user_046,Instagram,Story,Fashion,2024-09-23 10:12:00,Monday,10,9,8776.0,1122.0,,61327,347122,4.0942,26.0,True,42
POST_1183,@user_015,Twitter,Image,Entertainment,2024-12-10 06:16:00,Tuesday,6,12,7841.0,4359.0,4938.0,10038,79894,21.4509,15.0,True,2044
POST_1184,@user_041,Facebook,Image,Travel,2024-02-15 16:54:00,Thursday,16,2,4334.0,3139.0,3615.0,4106,2176,509.5588,13.0,True,2019
POST_1185,@user_046,TikTok,Reel,Travel,2024-04-01 01:26:00,Monday,1,4,12034.0,2227.0,5522.0,78594,322086,6.1421,,True,1438
POST_1186,@user_020,YouTube,Reel,Food,2024-04-28 09:42:00,Sunday,9,4,11836.0,2846.0,1075.0,162181,257517,6.1188,25.0,False,1472
POST_1187,@user_007,TikTok,Story,Fitness,2024-04-22 03:56:00,Monday,3,4,8288.0,1120.0,3721.0,28352,220488,5.9545,14.0,False,1023
POST_1188,@user_030,YouTube,Video,Food,2024-06-12 21:07:00,Wednesday,21,6,,6646.0,2399.0,65464,365912,4.0226,12.0,True,1991
POST_1189,@user_044,YouTube,Reel,Entertainment,2024-04-30 00:18:00,Tuesday,0,4,6369.0,3658.0,4015.0,81925,266569,5.2677,6.0,False,259
POST_1190,@user_044,TikTok,Text,Fitness,2024-06-11 13:25:00,Tuesday,13,6,6768.0,6548.0,10721.0,184339,223426,10.7584,12.0,False,233
POST_1191,@user_022,Facebook,Story,Travel,2024-11-21 01:19:00,Thursday,1,11,6629.0,6706.0,11739.0,11269,215359,11.6429,7.0,True,854
POST_1192,@user_009,Instagram,Reel,Education,2024-11-05 17:01:00,Tuesday,17,11,,389.0,237.0,1133,421195,0.3521,12.0,True,1375
POST_1193,@user_042,Facebook,Reel,Fashion,2024-01-26 16:13:00,Friday,16,1,7037.0,2509.0,1303.0,12021,281241,3.8575,6.0,True,1630
POST_1194,@user_024,Twitter,Text,Food,2024-06-18 13:13:00,Tuesday,13,6,4487.0,14149.0,11209.0,39902,384978,7.7524,7.0,True,157
POST_1195,@user_033,Instagram,Reel,Fashion,2024-07-22 15:02:00,Monday,15,7,1388.0,843.0,439.0,8036,148920,1.7929,9.0,True,952
POST_1196,@user_048,Twitter,Video,Fitness,2024-03-04 12:41:00,Monday,12,3,2152.0,3927.0,12175.0,14647,69283,26.347,26.0,False,357
POST_1197,@user_002,Instagram,Video,Entertainment,2024-01-08 23:53:00,Monday,23,1,12111.0,3140.0,4030.0,62899,317627,6.0703,29.0,True,401
POST_1198,@user_039,TikTok,Story,Travel,2024-06-08 10:27:00,Saturday,10,6,22347.0,4100.0,4719.0,206840,390299,7.9852,0.0,False,1132
POST_1199,@user_017,YouTube,Image,Fashion,2024-12-01 18:30:00,Sunday,18,12,2963.0,3565.0,2345.0,58117,153192,5.7921,13.0,True,920
POST_1200,@user_031,YouTube,Reel,Fitness,2024-05-25 22:34:00,Saturday,22,5,5282.0,9401.0,1787.0,120347,128748,12.7924,12.0,True,2045
POST_1201,@user_029,YouTube,Text,Fashion,2024-04-24 18:01:00,Wednesday,18,4,3762.0,2042.0,,47252,404833,2.956,7.0,False,1524
POST_1202,@user_042,YouTube,Reel,Fashion,2024-06-08 10:09:00,Saturday,10,6,2522.0,1315.0,267.0,30280,50511,8.125,17.0,True,860
POST_1203,@user_006,YouTube,Reel,Travel,2024-03-13 12:39:00,Wednesday,12,3,5932.0,9486.0,2004.0,140562,274915,6.3372,23.0,True,251
POST_1204,@user_020,YouTube,Text,Entertainment,2024-06-21 04:02:00,Friday,4,6,2158.0,4376.0,4331.0,103617,361733,3.0036,18.0,False,32
POST_1205,@user_049,Facebook,Poll,Travel,2024-10-14 15:34:00,Monday,15,10,11668.0,6414.0,15087.0,11304,164610,20.1501,30.0,True,1328
POST_1206,@user_033,YouTube,Poll,Business,2024-10-11 23:46:00,Friday,23,10,1229.0,843.0,673.0,15789,483490,0.5677,3.0,False,327
POST_1207,@user_011,YouTube,Image,Tech,2024-09-23 23:07:00,Monday,23,9,3482.0,1183.0,2110.0,19522,103977,6.5159,14.0,True,169
POST_1208,@user_041,YouTube,Story,Food,2024-09-25 15:08:00,Wednesday,15,9,7700.0,7249.0,7483.0,145048,219729,10.2089,12.0,True,1225
POST_1209,@user_047,Instagram,Story,Fitness,2024-12-12 08:33:00,Thursday,8,12,9815.0,,1623.0,11095,322989,3.9032,28.0,False,689
POST_1210,@user_040,Twitter,Text,Travel,2024-12-31 11:33:00,Tuesday,11,12,2707.0,3971.0,1758.0,9046,248021,3.4013,14.0,True,1362
POST_1211,@user_001,Twitter,Image,Business,2024-06-11 13:11:00,Tuesday,13,6,3209.0,4606.0,3330.0,3120,247174,4.509,2.0,True,1287
POST_1212,@user_035,Twitter,Image,Fashion,2024-08-22 10:06:00,Thursday,10,8,514.0,1065.0,3430.0,1877,328165,1.5264,14.0,True,283
POST_1213,@user_023,Facebook,Poll,Travel,2024-11-17 00:59:00,Sunday,0,11,4081.0,776.0,6598.0,6359,144459,7.9296,9.0,False,1262
POST_1214,@user_017,Facebook,Reel,Entertainment,2024-10-14 17:41:00,Monday,17,10,4328.0,,4678.0,4665,41119,25.3824,18.0,True,431
POST_1215,@user_017,Twitter,Text,Food,2024-10-15 03:08:00,Tuesday,3,10,,14947.0,,39838,308423,13.856,20.0,False,1362
POST_1216,@user_048,TikTok,Reel,Fitness,2024-11-11 21:58:00,Monday,21,11,24377.0,7219.0,3611.0,93051,110236,31.9378,5.0,True,959
POST_1217,@user_010,Twitter,Video,Food,2024-03-25 15:55:00,Monday,15,3,114.0,255.0,257.0,325,170022,0.3682,2.0,True,571
POST_1218,@user_043,TikTok,Story,Entertainment,2024-08-29 10:19:00,Thursday,10,8,24880.0,7666.0,10438.0,64205,398962,10.774,3.0,True,1620
POST_1219,@user_023,YouTube,Story,Business,2024-06-08 16:20:00,Saturday,16,6,5959.0,4377.0,3289.0,127048,41499,32.8321,28.0,True,690
POST_1220,@user_028,Facebook,Poll,Food,2024-10-13 14:31:00,Sunday,14,10,4394.0,2892.0,3669.0,13867,359830,3.0445,3.0,False,1436
POST_1221,@user_030,Twitter,Video,Education,2024-12-09 11:46:00,Monday,11,12,3245.0,7173.0,17602.0,12299,112582,24.8885,19.0,True,1576
POST_1222,@user_013,Facebook,Image,Tech,2024-08-14 11:33:00,Wednesday,11,8,1464.0,2756.0,2772.0,9503,3443,203.0787,18.0,False,1355
POST_1223,@user_033,Instagram,Text,Fitness,2024-01-07 19:17:00,Sunday,19,1,411.0,399.0,143.0,1372,339828,0.2804,8.0,False,1641
POST_1224,@user_018,Instagram,Poll,Fitness,2024-11-16 01:36:00,Saturday,1,11,1200.0,184.0,156.0,1384,453057,0.3399,22.0,False,1871
POST_1225,@user_048,YouTube,Image,Business,2024-11-27 17:51:00,Wednesday,17,11,1133.0,1065.0,343.0,35326,20524,12.3806,,True,637
POST_1226,@user_027,Twitter,Image,Fashion,2024-03-02 01:28:00,Saturday,1,3,312.0,1251.0,771.0,2721,165250,1.4124,,False,805
POST_1227,@user_022,TikTok,Poll,Tech,2024-12-10 10:57:00,Tuesday,10,12,12233.0,967.0,8065.0,27092,475360,4.4735,18.0,False,2124
POST_1228,@user_027,Instagram,Poll,Entertainment,2024-12-07 21:03:00,Saturday,21,12,2506.0,566.0,566.0,6097,101656,3.5787,26.0,True,1102
POST_1229,@user_003,Instagram,Image,Business,2024-05-21 19:12:00,Tuesday,19,5,13306.0,2012.0,1058.0,59350,215065,7.6144,5.0,True,1284
POST_1230,@user_008,Facebook,Reel,Education,2024-06-23 14:36:00,Sunday,14,6,1116.0,690.0,2523.0,2844,297346,1.4559,29.0,False,371
POST_1231,@user_047,Instagram,Video,Food,2024-02-14 05:20:00,Wednesday,5,2,23762.0,5562.0,,67066,329031,9.8699,30.0,True,703
POST_1232,@user_030,Instagram,Image,Education,2024-02-11 23:15:00,Sunday,23,2,3141.0,1437.0,1359.0,15001,439490,1.3509,21.0,True,553
POST_1233,@user_046,Facebook,Video,Entertainment,2024-05-26 05:17:00,Sunday,5,5,2981.0,2098.0,2406.0,4440,296743,2.5224,10.0,False,935
POST_1234,@user_012,Twitter,Text,Travel,2024-05-31 08:44:00,Friday,8,5,8967.0,7159.0,,17813,139197,20.2016,2.0,False,1464
POST_1235,@user_050,TikTok,Text,Education,2024-11-24 16:28:00,Sunday,16,11,12142.0,2070.0,6584.0,63538,19757,105.2589,30.0,False,647
POST_1236,@user_045,TikTok,Reel,Travel,2024-08-10 11:41:00,Saturday,11,8,10208.0,2810.0,11916.0,60442,109261,22.8206,10.0,False,381
